ICD,Flag,ICDString,CCSCode,CCSString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString
280,9,Iron deficiency anemias,59,Deficiency and other anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia
281,9,Other deficiency anemias,59,Deficiency and other anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia
282,9,Hereditary hemolytic anemias,59,Deficiency and other anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia
283,9,Acquired hemolytic anemias,59,Deficiency and other anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia
284,9,Aplastic anemia and other bone marrow failure syndromes,59,Deficiency and other anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia
285,9,Other and unspecified anemias,59,Deficiency and other anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia,4,Diseases of the blood and blood-forming organs,4.1,Anemia
286,9,Coagulation defects,62,Coagulation and hemorrhagic disorders,4,Diseases of the blood and blood-forming organs,4.2,Coagulation and hemorrhagic disorders,4,Diseases of the blood and blood-forming organs,4.2,Coagulation and hemorrhagic disorders,4,Diseases of the blood and blood-forming organs,4.2,Coagulation and hemorrhagic disorders
287,9,Purpura and other hemorrhagic conditions,62,Coagulation and hemorrhagic disorders,4,Diseases of the blood and blood-forming organs,4.2,Coagulation and hemorrhagic disorders,4,Diseases of the blood and blood-forming organs,4.2,Coagulation and hemorrhagic disorders,4,Diseases of the blood and blood-forming organs,4.2,Coagulation and hemorrhagic disorders
288,9,Diseases of white blood cells,63,Diseases of white blood cells,4,Diseases of the blood and blood-forming organs,4.3,Diseases of white blood cells,4,Diseases of the blood and blood-forming organs,4.3,Diseases of white blood cells,4,Diseases of the blood and blood-forming organs,4.3,Diseases of white blood cells
289,9,Other diseases of blood and blood-forming organs,64,Other hematologic conditions,4,Diseases of the blood and blood-forming organs,4.4,Other hematologic conditions,4,Diseases of the blood and blood-forming organs,4.4,Other hematologic conditions,4,Diseases of the blood and blood-forming organs,4.4,Other hematologic conditions
290,9,Dementias,653,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders"
291,9,Alcohol-induced mental disorders,660,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders
292,9,Drug-induced mental disorders,661,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders
293,9,Transient mental disorders due to conditions classified elsewhere,653,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders"
294,9,Persistent mental disorders due to conditions classified elsewhere,653,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders"
295,9,Schizophrenic disorders,659,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders
296,9,Episodic mood disorders,657,Mood disorders,5,Mental illness,5.8,Mood disorders,5,Mental illness,5.8,Mood disorders,5,Mental illness,5.8,Mood disorders
297,9,Paranoid states (Delusional disorders),659,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders
298,9,Other nonorganic psychoses,659,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders,5,Mental illness,5.10,Schizophrenia and other psychotic disorders
299,9,Pervasive developmental disorders,655,"Disorders usually diagnosed in infancy, childhood, or adolescence",5,Mental illness,5.6,"Disorders usually diagnosed in infancy, childhood, or adolescence",5,Mental illness,5.6,"Disorders usually diagnosed in infancy, childhood, or adolescence",5,Mental illness,5.6,"Disorders usually diagnosed in infancy, childhood, or adolescence"
300,9,"Anxiety, dissociative and somatoform disorders",651,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders
301,9,Personality disorders,658,Personality disorders,5,Mental illness,5.9,Personality disorders,5,Mental illness,5.9,Personality disorders,5,Mental illness,5.9,Personality disorders
302,9,Sexual and gender identity disorders,259,Residual codes; unclassified,18,Residual codes; unclassified; all E codes,18.1,Residual codes; unclassified,18,Residual codes; unclassified; all E codes,18.1,Residual codes; unclassified,18,Residual codes; unclassified; all E codes,18.1,Residual codes; unclassified
303,9,Alcohol dependence syndrome,660,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders
304,9,Drug dependence,661,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders,5,Mental illness,5.12,Substance-related disorders
305,9,Nondependent abuse of drugs,660,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders,5,Mental illness,5.11,Alcohol-related disorders
306,9,Physiological malfunction arising from mental factors,670,Miscellaneous mental health disorders,5,Mental illness,5.15,Miscellaneous mental health disorders,5,Mental illness,5.15,Miscellaneous mental health disorders,5,Mental illness,5.15,Miscellaneous mental health disorders
307,9,"Special symptoms or syndromes, not elsewhere classified",654,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders
308,9,Acute reaction to stress,651,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders
309,9,Adjustment reaction,650,Adjustment disorders,5,Mental illness,5.1,Adjustment disorders,5,Mental illness,5.1,Adjustment disorders,5,Mental illness,5.1,Adjustment disorders
310,9,Specific nonpsychotic mental disorders due to brain damage,653,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders"
311,9,Depressive disorder NEC,657,Mood disorders,5,Mental illness,5.8,Mood disorders,5,Mental illness,5.8,Mood disorders,5,Mental illness,5.8,Mood disorders
312,9,"Disturbance of conduct, not elsewhere classified",652,"Attention-deficit, conduct, and disruptive behavior disorders",5,Mental illness,5.3,"Attention deficit,conduct,and disruptive behavior disorders",5,Mental illness,5.3,"Attention deficit,conduct,and disruptive behavior disorders",5,Mental illness,5.3,"Attention deficit,conduct,and disruptive behavior disorders"
313,9,Disturbance of emotions specific to childhood and adolescence,651,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders,5,Mental illness,5.2,Anxiety disorders
314,9,Hyperkinetic syndrome of childhood,652,"Attention-deficit, conduct, and disruptive behavior disorders",5,Mental illness,5.3,"Attention deficit,conduct,and disruptive behavior disorders",5,Mental illness,5.3,"Attention deficit,conduct,and disruptive behavior disorders",5,Mental illness,5.3,"Attention deficit,conduct,and disruptive behavior disorders"
315,9,Specific delays in development,654,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders
316,9,Psychic factors associated with diseases classified elsewhere,670,Miscellaneous mental health disorders,5,Mental illness,5.15,Miscellaneous mental health disorders,5,Mental illness,5.15,Miscellaneous mental health disorders,5,Mental illness,5.15,Miscellaneous mental health disorders
317,9,Mild intellectual disabilities,654,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders
318,9,Other specified mental retardation,654,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders
319,9,Unspecified mental retardation,654,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders,5,Mental illness,5.5,Developmental disorders
320,9,Bacterial meningitis,76,Meningitis (except that caused by tuberculosis or sexually transmitted disease),6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
321,9,Meningitis due to other organisms,76,Meningitis (except that caused by tuberculosis or sexually transmitted disease),6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
322,9,Meningitis of unspecified cause,76,Meningitis (except that caused by tuberculosis or sexually transmitted disease),6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
323,9,"Encephalitis, myelitis, and encephalomyelitis",77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
324,9,Intracranial and intraspinal abscess,78,Other CNS infection and poliomyelitis,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
325,9,Phlebitis and thrombophlebitis of intracranial venous sinuses,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
326,9,Late effects of intracranial abscess or pyogenic infection,78,Other CNS infection and poliomyelitis,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
327,9,Organic sleep disorders,259,Residual codes; unclassified,18,Residual codes; unclassified; all E codes,18.1,Residual codes; unclassified,18,Residual codes; unclassified; all E codes,18.1,Residual codes; unclassified,18,Residual codes; unclassified; all E codes,18.1,Residual codes; unclassified
330,9,Cerebral degenerations usually manifest in childhood,81,Other hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
331,9,Other cerebral degenerations,653,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders",5,Mental illness,5.4,"Delirium, dementia, and amnestic and other cognitive disorders"
332,9,Parkinsons disease,79,Parkinson`s disease,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
333,9,Other extrapyramidal disease and abnormal movement disorders,81,Other hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
334,9,Spinocerebellar disease,81,Other hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
335,9,Anterior horn cell disease,81,Other hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
336,9,Other diseases of spinal cord,81,Other hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
337,9,Disorders of the autonomic nervous system,81,Other hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
338,9,"Pain, not elsewhere classified",95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
339,9,Other headache syndromes,84,Headache; including migraine,6,Diseases of the nervous system and sense organs,6.5,Headache; including migraine,6,Diseases of the nervous system and sense organs,6.5,Headache; including migraine,6,Diseases of the nervous system and sense organs,6.5,Headache; including migraine
340,9,Multiple sclerosis,80,Multiple sclerosis,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions,6,Diseases of the nervous system and sense organs,6.2,Hereditary and degenerative nervous system conditions
341,9,Other demyelinating diseases of central nervous system,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
342,9,Hemiplegia and hemiparesis,82,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis
343,9,Infantile cerebral palsy,82,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis
344,9,Other paralytic syndromes,82,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis,6,Diseases of the nervous system and sense organs,6.3,Paralysis
345,9,Epilepsy and recurrent seizures,83,Epilepsy; convulsions,6,Diseases of the nervous system and sense organs,6.4,Epilepsy; convulsions,6,Diseases of the nervous system and sense organs,6.4,Epilepsy; convulsions,6,Diseases of the nervous system and sense organs,6.4,Epilepsy; convulsions
346,9,Migraine,84,Headache; including migraine,6,Diseases of the nervous system and sense organs,6.5,Headache; including migraine,6,Diseases of the nervous system and sense organs,6.5,Headache; including migraine,6,Diseases of the nervous system and sense organs,6.5,Headache; including migraine
347,9,Cataplexy and narcolepsy,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
348,9,Other conditions of brain,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
349,9,Other and unspecified disorders of the nervous system,238,Complications of surgical procedures or medical care,16,Injury and poisoning,16.10,Complications,16,Injury and poisoning,16.10,Complications,16,Injury and poisoning,16.10,Complications
350,9,Trigeminal nerve disorders,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
351,9,Facial nerve disorders,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
352,9,Disorders of other cranial nerves,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
353,9,Nerve root and plexus disorders,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
354,9,Mononeuritis of upper limb and mononeuritis multiplex,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
355,9,Mononeuritis of lower limb,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
356,9,Hereditary and idiopathic peripheral neuropathy,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
357,9,Inflammatory and toxic neuropathy,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
358,9,Myoneural disorders,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
359,9,Muscular dystrophies and other myopathies,95,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders,6,Diseases of the nervous system and sense organs,6.9,Other nervous system disorders
360,9,Disorders of the globe,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
361,9,Retinal detachments and defects,87,Retinal detachments; defects; vascular occlusion; and retinopathy,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
362,9,Other retinal disorders,87,Retinal detachments; defects; vascular occlusion; and retinopathy,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
363,9,"Chorioretinal inflammations, scars, and other disorders of choroid",90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
364,9,Disorders of iris and ciliary body,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
365,9,Glaucoma,88,Glaucoma,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
366,9,Cataract,86,Cataract,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
367,9,Disorders of refraction and accommodation,89,Blindness and vision defects,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
368,9,Visual disturbances,89,Blindness and vision defects,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
369,9,Blindness and low vision,89,Blindness and vision defects,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
370,9,Keratitis,91,Other eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
371,9,Corneal opacity and other disorders of cornea,91,Other eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
372,9,Disorders of conjunctiva,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
373,9,Inflammation of eyelids,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
374,9,Other disorders of eyelids,91,Other eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
375,9,Disorders of lacrimal system,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
376,9,Disorders of the orbit,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
377,9,Disorders of optic nerve and visual pathways,91,Other eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
378,9,Strabismus and other disorders of binocular eye movements,91,Other eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
379,9,Other disorders of eye,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6,Diseases of the nervous system and sense organs,6.7,Eye disorders
380,9,Disorders of external ear,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
381,9,Nonsuppurative otitis media and Eustachian tube disorders,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
382,9,Suppurative and unspecified otitis media,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
383,9,Mastoiditis and related conditions,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
384,9,Other disorders of tympanic membrane,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
385,9,Other disorders of middle ear and mastoid,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
386,9,Vertiginous syndromes and other disorders of vestibular system,93,Conditions associated with dizziness or vertigo,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
387,9,Otosclerosis,92,Otitis media and related conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
388,9,Other disorders of ear,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
389,9,Hearing loss,94,Other ear and sense organ disorders,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions,6,Diseases of the nervous system and sense organs,6.8,Ear conditions
390,9,Rheumatic fever without mention of heart involvement,3,Bacterial infection; unspecified site,1,Infectious and parasitic diseases,1.1,Bacterial infection,1,Infectious and parasitic diseases,1.1,Bacterial infection,1,Infectious and parasitic diseases,1.1,Bacterial infection
391,9,Rheumatic fever with heart involvement,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
392,9,Rheumatic chorea,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
